Name;Country;Industry;Year of foundation;Year;Revenue;Net Income;Privacy;Size;CEO Name;Headquarters
Company_01686;USA;Retail;1995;2021;48755343.5;7818880.33;Private;200-500 employees;Sofia Smith;Beijing, USA
Company_01687;USA;Finance;1978;2024;15366450.06;1677440.82;Private;50-200 employees;Anna Kumar;Beijing, USA
Company_01688;UK;Energy;1951;2022;79162525.52;17023111.44;Public;50-200 employees;Yuki Kumar;London, UK
Company_01689;Brazil;Retail;2006;2022;11926690.83;2644534.75;Public;5000-10000 employees;Sofia Chen;Berlin, Brazil
Company_01690;Brazil;Finance;1978;2024;44275506.31;5637820.4;Private;200-500 employees;Carlos Silva;New York, Brazil
Company_01691;France;Education;1995;2022;97039278.14;21218398.36;Public;50-200 employees;Raj Wang;Paris, France
Company_01692;Australia;Software;1959;2022;27972017.14;3525222.93;Public;5000-10000 employees;Jane Garcia;London, Australia
Company_01693;Australia;Software;2011;2022;95284683.23;23064211.94;Public;200-500 employees;Raj Smith;New York, Australia
Company_01694;India;Healthcare;1979;2022;42487587.5;3860358.18;Private;1000-5000 employees;Carlos Chen;Berlin, India
Company_01695;Brazil;Finance;1984;2022;75404623.41;17917792.78;Private;5000-10000 employees;Robert Kumar;Beijing, Brazil
Company_01696;Brazil;Healthcare;2008;2022;87347776.91;16680516.77;Private;500-1000 employees;John Wang;Tokyo, Brazil
Company_01697;Japan;Energy;1953;2021;16988626.61;3055183.44;Public;5000-10000 employees;Yuki Brown;Toronto, Japan
Company_01698;China;Education;2011;2021;43250790.38;2647998.3;Public;500-1000 employees;Michael Johnson;Beijing, China
Company_01699;France;Finance;1985;2023;32007842.43;5122063.96;Public;5000-10000 employees;Jane Brown;Beijing, France
Company_01700;Canada;Logistics;1969;2021;73577583.87;10586753.21;Public;500-1000 employees;Jane Kumar;São Paulo, Canada
Company_01701;Japan;Software;1976;2023;82616583.53;6365859.31;Public;500-1000 employees;Sofia Brown;Sydney, Japan
Company_01702;Japan;Finance;2006;2021;13617172.74;1121020.74;Private;1000-5000 employees;Anna Chen;Sydney, Japan
Company_01703;USA;Manufacturing;1963;2024;9241515.58;1610275.81;Private;1000-5000 employees;Carlos Silva;Toronto, USA
Company_01704;Germany;Logistics;1974;2024;44103790.23;3639891.16;Public;5000-10000 employees;Sofia Smith;Beijing, Germany
Company_01705;Japan;Education;1980;2022;20139767.49;1396906.72;Public;50-200 employees;Raj Garcia;Berlin, Japan
Company_01706;Brazil;Energy;1955;2021;94775419.25;11210576.22;Private;5000-10000 employees;Anna Brown;Paris, Brazil
Company_01707;Germany;Healthcare;1980;2022;92050967.95;22068041.5;Public;5000-10000 employees;Carlos Chen;Beijing, Germany
Company_01708;China;Manufacturing;1955;2023;82150885.64;7193778.17;Private;1000-5000 employees;Michael Silva;São Paulo, China
Company_01709;India;Software;1966;2023;78564641.34;10429989.9;Public;200-500 employees;Michael Kumar;Berlin, India
Company_01710;Canada;Manufacturing;1977;2021;53281638.99;4361664.74;Private;50-200 employees;John Chen;Toronto, Canada
Company_01711;Brazil;Energy;1960;2023;44359167.45;8390360.94;Public;5000-10000 employees;Yuki Müller;Paris, Brazil
Company_01712;Japan;Education;1993;2023;97413538.26;5210478.62;Public;5000-10000 employees;Anna Chen;New York, Japan
Company_01713;Canada;Software;1968;2022;34815906.69;7825758.57;Private;1000-5000 employees;John Chen;London, Canada
Company_01714;Japan;Manufacturing;1999;2023;35244987.88;3414370.57;Public;500-1000 employees;Robert Silva;London, Japan
Company_01715;UK;Logistics;1958;2021;33413120.04;2308212.83;Public;5000-10000 employees;John Garcia;New York, UK
Company_01716;China;Software;1976;2021;72518872.96;11365728.1;Private;5000-10000 employees;Anna Wang;New York, China
Company_01717;USA;Healthcare;2002;2021;80686239.92;16750450.31;Private;50-200 employees;Michael Kumar;Paris, USA
Company_01718;Canada;Energy;2009;2022;34781861.27;7265747.62;Public;200-500 employees;Yuki Tanaka;Beijing, Canada
Company_01719;Australia;Software;1964;2024;73316482.19;8180045.28;Public;500-1000 employees;Anna Brown;London, Australia
Company_01720;Brazil;Healthcare;1975;2022;38659556.08;4077834.84;Public;5000-10000 employees;Carlos Chen;Tokyo, Brazil
Company_01721;Canada;Logistics;1968;2021;43639195.95;2577668.77;Public;5000-10000 employees;Sofia Kumar;São Paulo, Canada
Company_01722;China;Logistics;1998;2024;4984052.62;1017817.99;Public;500-1000 employees;Michael Kumar;Paris, China
Company_01723;France;Retail;2008;2023;3070495.05;334268.52;Private;200-500 employees;Robert Chen;São Paulo, France
Company_01724;Australia;Healthcare;1989;2022;48668798.22;8757154.89;Public;200-500 employees;Anna Kumar;Berlin, Australia
Company_01725;India;Retail;1990;2024;81349782.6;14489615.78;Public;1000-5000 employees;Yuki Wang;Mumbai, India
Company_01726;USA;Retail;2006;2021;38052718.74;6612917.35;Public;500-1000 employees;Robert Johnson;Beijing, USA
Company_01727;France;Finance;1997;2021;65405379.44;10019056.96;Private;5000-10000 employees;Robert Brown;Tokyo, France
Company_01728;France;Finance;1969;2021;4334259.65;898718.3;Private;200-500 employees;Anna Wang;Beijing, France
Company_01729;Canada;Energy;1990;2024;92570912.1;20420453.38;Public;200-500 employees;Carlos Tanaka;Tokyo, Canada
Company_01730;Brazil;Logistics;1974;2023;54541011.8;3566445.87;Private;50-200 employees;Robert Müller;Berlin, Brazil
Company_01731;Canada;Manufacturing;1986;2022;78682351.77;16461017.64;Private;500-1000 employees;Yuki Müller;Toronto, Canada
Company_01732;USA;Logistics;2002;2023;9843108.42;1062953.75;Public;200-500 employees;John Müller;Mumbai, USA
Company_01733;China;Logistics;2001;2024;4507174.74;616160.58;Private;5000-10000 employees;Liu Silva;Mumbai, China
Company_01734;Japan;Software;1981;2022;35372301.0;8587009.67;Public;500-1000 employees;Liu Silva;Paris, Japan
Company_01735;Brazil;Software;2022;2023;1592294.32;123132.69;Public;1000-5000 employees;Jane Wang;São Paulo, Brazil
Company_01736;UK;Retail;2013;2024;30402297.15;2409874.17;Public;1000-5000 employees;Jane Garcia;Berlin, UK
Company_01737;France;Manufacturing;1962;2023;84640000.9;19201288.23;Public;500-1000 employees;Sofia Johnson;São Paulo, France
Company_01738;France;Software;1953;2024;47642922.12;5211229.94;Private;5000-10000 employees;Michael Johnson;Beijing, France
Company_01739;India;Retail;2017;2024;87511899.86;10780224.1;Private;1000-5000 employees;Sofia Kumar;Paris, India
Company_01740;USA;Finance;1973;2022;56071733.45;7366761.16;Private;500-1000 employees;Sofia Müller;Tokyo, USA
Company_01741;UK;Logistics;1963;2022;64304692.67;7503299.48;Public;500-1000 employees;Robert Kumar;New York, UK
Company_01742;UK;Manufacturing;2019;2023;92856344.31;17717880.08;Public;1000-5000 employees;Raj Tanaka;New York, UK
Company_01743;USA;Logistics;2004;2022;80374996.62;13857071.63;Private;5000-10000 employees;Raj Silva;Paris, USA
Company_01744;India;Finance;1962;2021;98345139.12;12124532.88;Public;50-200 employees;Sofia Tanaka;New York, India
Company_01745;Canada;Retail;1966;2024;25842441.55;6413308.9;Private;50-200 employees;Liu Wang;New York, Canada
Company_01746;USA;Logistics;1961;2022;60427867.62;7458142.73;Private;1000-5000 employees;Carlos Silva;Paris, USA
Company_01747;Canada;Manufacturing;1956;2023;45128628.78;4220508.19;Private;200-500 employees;Yuki Tanaka;Paris, Canada
Company_01748;Canada;Healthcare;2011;2024;4642510.13;293111.35;Public;200-500 employees;Raj Chen;Tokyo, Canada
Company_01749;Canada;Education;2019;2021;94779807.35;12352119.32;Private;50-200 employees;Anna Johnson;Mumbai, Canada
Company_01750;USA;Retail;2019;2024;87905224.32;7146860.92;Private;200-500 employees;Jane Wang;Mumbai, USA
Company_01751;Australia;Healthcare;1988;2022;9849418.58;1843326.59;Private;200-500 employees;John Müller;Sydney, Australia
Company_01752;India;Energy;1974;2024;8044083.09;1109061.15;Private;5000-10000 employees;Raj Wang;London, India
Company_01753;Japan;Healthcare;1975;2021;68312567.54;8155105.66;Private;50-200 employees;John Smith;Paris, Japan
Company_01754;China;Logistics;1978;2024;18522557.37;1787838.06;Private;200-500 employees;Raj Chen;Paris, China
Company_01755;India;Healthcare;1994;2022;95031347.56;5913075.41;Private;50-200 employees;Michael Kumar;Berlin, India
Company_01756;Brazil;Manufacturing;2022;2021;49820672.59;12206326.72;Private;1000-5000 employees;Liu Smith;Berlin, Brazil
Company_01757;Germany;Energy;2019;2022;88440602.77;4695856.3;Private;500-1000 employees;Raj Wang;New York, Germany
Company_01758;China;Finance;2019;2023;43006237.72;7250511.71;Public;5000-10000 employees;John Tanaka;Sydney, China
Company_01759;Australia;Retail;1950;2022;97104528.91;15207070.74;Private;500-1000 employees;Robert Chen;Toronto, Australia
Company_01760;UK;Healthcare;1990;2024;67953394.07;15148655.82;Public;5000-10000 employees;Liu Chen;Mumbai, UK
Company_01761;France;Logistics;2013;2021;53825090.3;2946126.86;Public;50-200 employees;Jane Johnson;Mumbai, France
Company_01762;Australia;Manufacturing;1980;2021;98956870.75;17452352.66;Public;1000-5000 employees;Sofia Garcia;Berlin, Australia
Company_01763;Japan;Education;1998;2024;13915815.14;2252071.64;Public;500-1000 employees;Robert Johnson;Beijing, Japan
Company_01764;UK;Logistics;2011;2021;7211924.89;412065.93;Private;50-200 employees;John Kumar;São Paulo, UK
Company_01765;India;Retail;2019;2024;63852796.69;4335864.87;Private;5000-10000 employees;John Chen;Berlin, India
Company_01766;Australia;Energy;2010;2021;58982000.55;3169593.47;Private;500-1000 employees;Michael Brown;New York, Australia
Company_01767;India;Energy;1952;2022;73808129.36;5252576.05;Public;500-1000 employees;Michael Johnson;São Paulo, India
Company_01768;China;Logistics;2006;2021;20427221.09;2000613.4;Private;50-200 employees;Michael Brown;Tokyo, China
Company_01769;Canada;Education;2013;2024;64539503.43;6780442.2;Public;5000-10000 employees;Yuki Garcia;São Paulo, Canada
Company_01770;Canada;Manufacturing;2017;2022;42678084.86;4454379.35;Public;50-200 employees;John Wang;São Paulo, Canada
Company_01771;USA;Finance;2013;2021;24024254.97;3002182.49;Private;200-500 employees;Jane Chen;Sydney, USA
Company_01772;Brazil;Education;2006;2024;55611481.58;11679601.64;Public;1000-5000 employees;Robert Wang;New York, Brazil
Company_01773;Germany;Software;1996;2022;11880712.75;1394509.89;Public;500-1000 employees;Robert Smith;Toronto, Germany
Company_01774;UK;Finance;1989;2021;16049825.92;2457325.66;Public;1000-5000 employees;John Tanaka;Berlin, UK
Company_01775;France;Healthcare;1992;2021;31108887.16;6970920.3;Private;1000-5000 employees;John Wang;Mumbai, France
Company_01776;Australia;Software;1976;2022;80859324.49;19555472.87;Public;500-1000 employees;Robert Brown;Sydney, Australia
Company_01777;Germany;Healthcare;1981;2022;84552028.51;11906042.2;Private;200-500 employees;Jane Chen;New York, Germany
Company_01778;Australia;Retail;2015;2022;79680648.12;6728565.08;Public;200-500 employees;Anna Tanaka;Mumbai, Australia
Company_01779;France;Logistics;1958;2023;56945894.99;4286974.46;Public;200-500 employees;Yuki Garcia;Beijing, France
Company_01780;France;Education;1950;2022;93255880.71;18094825.07;Private;200-500 employees;Yuki Silva;Tokyo, France
Company_01781;China;Energy;1951;2021;56955127.9;13577989.7;Private;200-500 employees;Yuki Tanaka;São Paulo, China
Company_01782;Japan;Energy;1983;2023;22147573.93;3990764.25;Private;500-1000 employees;Sofia Wang;Sydney, Japan
Company_01783;Germany;Software;1956;2023;87346425.11;12323940.0;Public;500-1000 employees;Liu Johnson;London, Germany
Company_01784;France;Energy;1963;2021;40949174.18;5105297.76;Private;1000-5000 employees;Anna Silva;Paris, France
Company_01785;France;Software;1995;2024;78444754.43;4203175.58;Private;200-500 employees;Liu Kumar;Beijing, France
Company_01786;Brazil;Software;1954;2022;12488736.84;1654397.46;Public;50-200 employees;Liu Chen;Paris, Brazil
Company_01787;Brazil;Software;1964;2024;47095809.76;7729049.17;Public;200-500 employees;Robert Chen;Toronto, Brazil
Company_01788;Japan;Healthcare;1971;2024;21784572.58;5184183.19;Private;50-200 employees;Robert Brown;Berlin, Japan
Company_01789;Brazil;Manufacturing;1978;2024;91757975.25;11208642.8;Private;50-200 employees;Raj Tanaka;São Paulo, Brazil
Company_01790;Brazil;Healthcare;1979;2021;42870401.0;6204338.77;Private;1000-5000 employees;Jane Chen;Sydney, Brazil
Company_01791;China;Logistics;1951;2021;79428598.96;13551114.18;Private;1000-5000 employees;Sofia Silva;Sydney, China
Company_01792;UK;Manufacturing;1974;2023;2713085.23;390939.55;Public;200-500 employees;Jane Wang;Paris, UK
Company_01793;Brazil;Healthcare;1981;2022;3771643.91;489664.61;Private;50-200 employees;Robert Kumar;São Paulo, Brazil
Company_01794;Canada;Retail;2022;2022;90771500.86;10490719.36;Public;500-1000 employees;Anna Smith;Tokyo, Canada
Company_01795;China;Energy;1984;2021;84845716.66;9185403.88;Private;500-1000 employees;Yuki Kumar;Paris, China
Company_01796;Australia;Logistics;1985;2021;61220987.13;9588984.21;Private;5000-10000 employees;Carlos Smith;Sydney, Australia
Company_01797;China;Energy;1996;2022;68400189.71;10906231.61;Private;500-1000 employees;John Silva;New York, China
Company_01798;Japan;Education;1984;2021;96523382.97;5532229.64;Public;1000-5000 employees;Yuki Wang;London, Japan
Company_01799;UK;Logistics;1980;2022;89416723.27;14358204.24;Public;1000-5000 employees;Yuki Wang;London, UK
Company_01800;Brazil;Manufacturing;1983;2023;35512218.96;7304886.7;Private;200-500 employees;Yuki Brown;Tokyo, Brazil
Company_01801;Brazil;Finance;1990;2022;85250199.36;5599144.16;Private;200-500 employees;John Müller;New York, Brazil
Company_01802;China;Education;1954;2022;57163881.97;13792150.57;Public;200-500 employees;Yuki Silva;Paris, China
Company_01803;Canada;Retail;2022;2022;54626398.85;10519062.21;Public;5000-10000 employees;Michael Brown;Berlin, Canada
Company_01804;India;Energy;1983;2021;69987903.23;13535126.8;Public;500-1000 employees;Jane Silva;Toronto, India
Company_01805;Canada;Software;1956;2021;6430414.74;703930.82;Private;5000-10000 employees;Liu Wang;Tokyo, Canada
Company_01806;USA;Software;1998;2023;73510800.47;9112853.63;Public;500-1000 employees;Michael Tanaka;Paris, USA
Company_01807;Australia;Education;1952;2024;10175344.47;1744659.4;Private;50-200 employees;Raj Wang;New York, Australia
Company_01808;Germany;Healthcare;1959;2021;74768332.43;15492319.68;Public;200-500 employees;Michael Müller;Beijing, Germany
Company_01809;France;Healthcare;1978;2023;2454409.64;279400.87;Private;5000-10000 employees;Anna Johnson;Mumbai, France
Company_01810;Germany;Retail;1964;2023;20507872.93;2292493.61;Public;1000-5000 employees;Carlos Chen;Berlin, Germany
Company_01811;France;Finance;2003;2024;30618244.91;3982401.18;Public;500-1000 employees;Michael Kumar;Toronto, France
Company_01812;Japan;Software;2004;2022;5501543.64;392940.62;Public;1000-5000 employees;John Wang;Toronto, Japan
Company_01813;Australia;Logistics;1976;2021;57217503.04;13113766.8;Public;200-500 employees;Jane Smith;São Paulo, Australia
Company_01814;Germany;Retail;2013;2022;11081440.52;2199684.45;Public;500-1000 employees;Michael Johnson;New York, Germany
Company_01815;Canada;Healthcare;2003;2021;64317409.13;7800730.7;Public;1000-5000 employees;Raj Wang;Beijing, Canada
Company_01816;Canada;Healthcare;1983;2023;56335688.08;5836655.66;Public;50-200 employees;Sofia Kumar;São Paulo, Canada
Company_01817;Japan;Finance;1992;2023;85997881.78;4792147.26;Public;50-200 employees;John Brown;New York, Japan
Company_01818;China;Logistics;1963;2022;73802423.22;9473839.33;Public;200-500 employees;Michael Chen;São Paulo, China
Company_01819;France;Software;2021;2024;61474372.55;14087469.86;Public;500-1000 employees;Sofia Müller;Sydney, France
Company_01820;USA;Software;1987;2022;63455594.13;3609243.69;Private;200-500 employees;Robert Chen;Beijing, USA
Company_01821;USA;Education;1987;2023;82193769.25;10572999.67;Public;200-500 employees;Jane Müller;Beijing, USA
Company_01822;China;Finance;2021;2021;83957462.19;8644305.25;Public;50-200 employees;Liu Wang;Sydney, China
Company_01823;Australia;Education;2020;2023;49341887.22;8675702.29;Private;50-200 employees;Carlos Kumar;Berlin, Australia
Company_01824;UK;Education;1984;2023;83120898.79;5498938.49;Private;1000-5000 employees;Robert Silva;Sydney, UK
Company_01825;Canada;Logistics;2017;2021;12786770.67;1167906.08;Public;200-500 employees;Sofia Müller;Sydney, Canada
Company_01826;China;Healthcare;2012;2022;32572454.66;2833171.94;Private;5000-10000 employees;Anna Brown;Mumbai, China
Company_01827;India;Education;2020;2022;17369883.69;1898223.28;Public;1000-5000 employees;Yuki Tanaka;Sydney, India
Company_01828;Brazil;Software;1980;2024;81065815.61;18244286.77;Public;500-1000 employees;Raj Brown;Sydney, Brazil
Company_01829;Japan;Logistics;2005;2023;99793151.65;14599165.55;Public;200-500 employees;Michael Silva;Paris, Japan
Company_01830;Brazil;Education;1994;2024;95849142.3;21013198.37;Public;5000-10000 employees;Michael Tanaka;Paris, Brazil
Company_01831;France;Energy;1992;2024;51141005.02;11639354.68;Private;500-1000 employees;Robert Silva;New York, France
Company_01832;Germany;Energy;1985;2023;65825976.98;16382299.99;Public;200-500 employees;Robert Chen;Beijing, Germany
Company_01833;India;Healthcare;1962;2021;22717505.08;1144657.68;Public;500-1000 employees;Jane Brown;Paris, India
Company_01834;Australia;Education;1950;2023;42074283.68;7303035.7;Public;5000-10000 employees;Anna Brown;Berlin, Australia
Company_01835;China;Retail;1958;2024;76098506.61;4188979.62;Private;50-200 employees;Jane Smith;Tokyo, China
Company_01836;Brazil;Finance;2004;2022;5719289.05;1008793.33;Private;1000-5000 employees;Raj Garcia;Mumbai, Brazil
Company_01837;UK;Education;1983;2021;76877053.04;7084698.67;Private;50-200 employees;Sofia Brown;Mumbai, UK
Company_01838;Australia;Finance;2015;2022;7064178.11;379917.65;Private;5000-10000 employees;Jane Müller;Tokyo, Australia
Company_01839;Brazil;Finance;1952;2023;84079538.58;11674487.17;Private;500-1000 employees;Anna Smith;Beijing, Brazil
Company_01840;Canada;Energy;2011;2023;75350882.62;10984490.25;Private;1000-5000 employees;Carlos Silva;Beijing, Canada
Company_01841;India;Education;1995;2021;19228935.24;4071190.18;Private;200-500 employees;Michael Kumar;London, India
Company_01842;Australia;Healthcare;2006;2023;87178583.62;6202516.39;Public;200-500 employees;Carlos Silva;New York, Australia
Company_01843;Japan;Software;1982;2024;50100821.59;5285554.79;Private;50-200 employees;Robert Tanaka;Mumbai, Japan
Company_01844;USA;Logistics;1963;2021;66633240.68;3754730.32;Private;500-1000 employees;Raj Garcia;Sydney, USA
Company_01845;Canada;Energy;2021;2021;92094750.96;5953761.39;Public;1000-5000 employees;Michael Silva;Paris, Canada
Company_01846;China;Healthcare;1977;2023;91757742.48;8446926.95;Public;200-500 employees;John Garcia;Sydney, China
Company_01847;Germany;Software;2010;2021;81731462.18;10289879.46;Public;200-500 employees;Anna Wang;São Paulo, Germany
Company_01848;Australia;Energy;1968;2023;40591269.23;2317100.32;Public;200-500 employees;John Smith;Berlin, Australia
Company_01849;Australia;Education;1979;2024;32395856.14;2576422.4;Public;1000-5000 employees;Anna Smith;New York, Australia
Company_01850;Germany;Logistics;2020;2023;86490143.77;19544097.78;Public;500-1000 employees;Michael Tanaka;Berlin, Germany
Company_01851;China;Software;1969;2024;84576995.6;7974406.52;Private;5000-10000 employees;Raj Chen;Berlin, China
Company_01852;France;Manufacturing;2003;2021;45308378.08;6033709.36;Public;500-1000 employees;Liu Silva;Paris, France
Company_01853;Canada;Manufacturing;1985;2022;77779717.06;8503128.04;Public;5000-10000 employees;Sofia Müller;Sydney, Canada
Company_01854;China;Energy;2015;2022;86447160.91;20510572.58;Private;5000-10000 employees;Michael Tanaka;São Paulo, China
Company_01855;Canada;Education;1950;2022;40581261.1;6647215.83;Private;5000-10000 employees;Sofia Kumar;São Paulo, Canada
Company_01856;Brazil;Energy;1983;2023;72567739.9;7985995.34;Private;1000-5000 employees;Carlos Johnson;Beijing, Brazil
Company_01857;USA;Logistics;1963;2022;78671163.55;17571290.02;Private;1000-5000 employees;Raj Müller;Mumbai, USA
Company_01858;Japan;Software;1999;2023;61327482.0;3722562.76;Public;50-200 employees;Carlos Brown;Mumbai, Japan
Company_01859;Canada;Logistics;1970;2023;51689267.43;6021638.14;Private;500-1000 employees;Sofia Tanaka;Beijing, Canada
Company_01860;USA;Retail;1982;2021;3185040.93;690228.53;Public;200-500 employees;John Chen;Berlin, USA
Company_01861;Germany;Finance;1954;2021;67819635.4;13329614.89;Public;50-200 employees;Anna Chen;Berlin, Germany
Company_01862;Canada;Education;2021;2022;99311459.7;21202148.3;Private;1000-5000 employees;John Johnson;Beijing, Canada
Company_01863;Germany;Finance;1977;2024;86688484.21;12952970.76;Public;500-1000 employees;Carlos Smith;Tokyo, Germany
Company_01864;China;Software;1973;2022;34075388.9;3825146.99;Private;500-1000 employees;Yuki Chen;London, China
Company_01865;Brazil;Finance;1959;2022;74464531.62;9355291.57;Private;200-500 employees;John Smith;Tokyo, Brazil
Company_01866;China;Retail;1985;2021;26682141.72;3330965.98;Public;5000-10000 employees;John Brown;New York, China
Company_01867;USA;Retail;1988;2023;25627225.58;5824698.98;Public;200-500 employees;Carlos Garcia;Tokyo, USA
Company_01868;Germany;Software;2013;2024;32107497.84;2326756.51;Public;50-200 employees;Carlos Johnson;Toronto, Germany
Company_01869;USA;Logistics;1992;2022;74204332.43;7677582.76;Private;50-200 employees;Liu Tanaka;Paris, USA
Company_01870;India;Software;1955;2022;93939181.22;5185291.7;Private;50-200 employees;Robert Kumar;New York, India
Company_01871;Australia;Logistics;2003;2023;45256855.39;4901268.07;Private;500-1000 employees;Raj Johnson;Berlin, Australia
Company_01872;Brazil;Software;1968;2023;44101604.24;3939480.62;Public;1000-5000 employees;Michael Johnson;São Paulo, Brazil
Company_01873;India;Software;1993;2023;29952000.75;5319621.88;Public;5000-10000 employees;Michael Kumar;Toronto, India
Company_01874;Germany;Finance;2015;2023;28851547.12;1565283.74;Private;5000-10000 employees;Anna Garcia;Beijing, Germany
Company_01875;Germany;Retail;2011;2022;53820958.8;10784072.02;Public;500-1000 employees;Raj Brown;Tokyo, Germany
Company_01876;Germany;Energy;1977;2022;52775284.4;13093424.83;Private;1000-5000 employees;John Kumar;Sydney, Germany
Company_01877;Germany;Healthcare;2002;2021;13717373.13;1308093.11;Public;200-500 employees;Yuki Garcia;Paris, Germany
Company_01878;Brazil;Logistics;1958;2024;31679509.66;1972476.0;Public;500-1000 employees;Robert Silva;Sydney, Brazil
Company_01879;USA;Finance;1991;2024;74962685.62;11822407.75;Public;50-200 employees;Liu Johnson;Paris, USA
Company_01880;India;Manufacturing;1964;2024;5604837.12;325803.89;Private;500-1000 employees;Robert Garcia;London, India
Company_01881;Canada;Manufacturing;1995;2024;12490583.26;2115042.03;Public;200-500 employees;Yuki Müller;Berlin, Canada
Company_01882;Canada;Software;2008;2021;51283529.78;8657794.84;Public;500-1000 employees;Jane Smith;São Paulo, Canada
Company_01883;Brazil;Manufacturing;1995;2021;94493038.98;22333888.12;Public;1000-5000 employees;Raj Silva;London, Brazil
Company_01884;USA;Healthcare;2006;2023;40394355.16;4404002.97;Public;50-200 employees;Jane Chen;London, USA
Company_01885;Japan;Manufacturing;1987;2024;64464930.25;12538658.01;Private;200-500 employees;Robert Chen;São Paulo, Japan
Company_01886;Australia;Software;2013;2023;33282766.3;4284857.32;Public;500-1000 employees;Yuki Silva;Berlin, Australia
Company_01887;Japan;Energy;1976;2022;51068136.95;7938624.93;Private;500-1000 employees;Carlos Müller;Sydney, Japan
Company_01888;Australia;Finance;1969;2022;32658840.74;2419297.35;Private;1000-5000 employees;Liu Johnson;Mumbai, Australia
Company_01889;UK;Finance;1956;2024;76192702.77;7426766.88;Private;50-200 employees;Robert Kumar;Berlin, UK
Company_01890;China;Education;1986;2021;97608882.54;12285526.0;Public;5000-10000 employees;Michael Müller;Sydney, China
Company_01891;USA;Logistics;1957;2023;49438082.82;11026310.35;Public;500-1000 employees;Carlos Wang;New York, USA
Company_01892;India;Energy;1994;2022;47808710.24;7331680.47;Public;1000-5000 employees;Robert Smith;Mumbai, India
Company_01893;USA;Energy;1955;2024;75296254.72;16104519.26;Private;1000-5000 employees;John Smith;Beijing, USA
Company_01894;Australia;Healthcare;1952;2024;52582405.29;12264211.44;Private;200-500 employees;Michael Silva;Mumbai, Australia
Company_01895;Canada;Software;1956;2022;62360354.8;7743753.2;Public;50-200 employees;Carlos Silva;Berlin, Canada
Company_01896;Canada;Education;2008;2024;43984616.83;7383124.45;Public;50-200 employees;Michael Silva;Sydney, Canada
Company_01897;UK;Energy;1965;2021;97626950.01;21704840.22;Public;200-500 employees;Michael Chen;Paris, UK
Company_01898;France;Software;1989;2022;95487731.39;14350426.54;Private;500-1000 employees;Anna Chen;Beijing, France
Company_01899;India;Education;1982;2023;50743251.56;2832892.76;Private;50-200 employees;Sofia Silva;Berlin, India
Company_01900;Canada;Logistics;1973;2022;80860573.98;8748152.65;Public;200-500 employees;John Johnson;New York, Canada
Company_01901;UK;Software;2009;2022;77353679.91;11567810.34;Public;500-1000 employees;Robert Chen;New York, UK
Company_01902;India;Healthcare;1992;2024;88771520.33;12962532.17;Private;5000-10000 employees;Jane Tanaka;Berlin, India
Company_01903;Australia;Education;1998;2022;65513987.25;13818439.14;Private;5000-10000 employees;Anna Johnson;Tokyo, Australia
Company_01904;China;Manufacturing;2020;2023;32359893.5;3173039.83;Private;50-200 employees;Jane Smith;Toronto, China
Company_01905;UK;Energy;1990;2021;53504674.29;10787102.5;Private;5000-10000 employees;Yuki Silva;Tokyo, UK
Company_01906;Germany;Finance;2005;2021;59423981.09;14042824.83;Public;5000-10000 employees;Jane Silva;Beijing, Germany
Company_01907;Germany;Manufacturing;1997;2024;17073121.49;2705486.99;Private;500-1000 employees;Carlos Johnson;New York, Germany
Company_01908;India;Energy;2007;2023;59137594.66;8890233.25;Public;5000-10000 employees;Carlos Wang;London, India
Company_01909;USA;Retail;1956;2022;49288934.21;6953076.85;Private;1000-5000 employees;Sofia Silva;São Paulo, USA
Company_01910;Germany;Manufacturing;1986;2021;66736607.18;14723716.9;Private;50-200 employees;Liu Johnson;Beijing, Germany
Company_01911;Japan;Logistics;1952;2023;73455675.02;14041550.6;Public;50-200 employees;Yuki Müller;Mumbai, Japan
Company_01912;Japan;Healthcare;1959;2021;77361477.95;5320170.19;Private;5000-10000 employees;Jane Smith;New York, Japan
Company_01913;Brazil;Software;2006;2021;97547090.81;20897455.86;Public;5000-10000 employees;Jane Silva;Tokyo, Brazil
Company_01914;Brazil;Logistics;1975;2023;69797289.27;16073160.07;Public;5000-10000 employees;Anna Johnson;Mumbai, Brazil
Company_01915;Japan;Education;1970;2021;30839687.51;7664467.75;Private;1000-5000 employees;Jane Müller;London, Japan
Company_01916;Japan;Education;1984;2024;82335060.39;5506751.14;Public;200-500 employees;Jane Johnson;Beijing, Japan
Company_01917;USA;Education;2010;2024;38493739.67;6516489.59;Public;50-200 employees;Carlos Garcia;London, USA
Company_01918;USA;Retail;1957;2022;32869423.74;5181079.73;Public;5000-10000 employees;Sofia Müller;Paris, USA
Company_01919;UK;Energy;1986;2024;14046364.43;2276784.03;Private;50-200 employees;Yuki Kumar;London, UK
Company_01920;Brazil;Healthcare;1975;2022;61145224.88;13096483.51;Private;50-200 employees;Jane Kumar;Paris, Brazil
Company_01921;Canada;Finance;1985;2024;72033133.21;6980187.21;Private;1000-5000 employees;Robert Smith;Paris, Canada
Company_01922;Germany;Software;2022;2021;48553445.64;4147609.26;Private;500-1000 employees;Yuki Chen;Paris, Germany
Company_01923;Canada;Logistics;1974;2024;36456563.07;6170317.66;Private;5000-10000 employees;Raj Silva;Sydney, Canada
Company_01924;Japan;Software;1999;2021;82065858.22;8844183.56;Private;1000-5000 employees;Yuki Smith;Tokyo, Japan
